,w,s,n,$L(\mu H)$,$R_L(\Omega)$
2106,0.7000000000000001,0.1,11.0,3.5752738016830925,3.3237551020408176e-05
2107,0.7000000000000001,0.1,12.0,3.806934915406537,2.86922448979592e-05
2108,0.7000000000000001,0.1,13.0,3.988946236386737,2.414693877551022e-05
2109,0.7000000000000001,0.1,14.0,4.119305852185159,1.9601632653061237e-05
2110,0.7000000000000001,0.1,15.0,4.197170585102114,1.5056326530612268e-05
2111,0.7000000000000001,0.1,16.0,4.222758960603541,1.0511020408163286e-05
2112,0.7000000000000001,0.1,17.0,4.197262488598236,5.965714285714304e-06
2113,0.7000000000000001,0.2,1.0,0.10516151353548323,7.812244897959184e-05
2114,0.7000000000000001,0.2,2.0,0.3350108109331629,7.300897959183673e-05
2115,0.7000000000000001,0.2,3.0,0.6379919056317661,6.789551020408163e-05
2116,0.7000000000000001,0.2,4.0,0.9826409678376525,6.278204081632652e-05
2117,0.7000000000000001,0.2,5.0,1.3454901075474572,5.766857142857143e-05
2118,0.7000000000000001,0.2,6.0,1.708125979536365,5.255510204081633e-05
2119,0.7000000000000001,0.2,7.0,2.055877306846665,4.744163265306123e-05
2120,0.7000000000000001,0.2,8.0,2.377077378233988,4.2328163265306126e-05
2121,0.7000000000000001,0.2,9.0,2.662588705041727,3.7214693877551025e-05
2122,0.7000000000000001,0.2,10.0,2.9054665327928277,3.2101224489795923e-05
2123,0.7000000000000001,0.2,11.0,3.1007035810493004,2.6987755102040822e-05
2124,0.7000000000000001,0.2,12.0,3.245025726015251,2.1874285714285728e-05
2125,0.7000000000000001,0.2,13.0,3.3367212479997894,1.676081632653062e-05
2126,0.7000000000000001,0.2,14.0,3.3754929474261144,1.1647346938775525e-05
2127,0.7000000000000001,0.2,15.0,3.36232614008974,6.533877551020417e-06
2128,0.7000000000000001,0.30000000000000004,1.0,0.10346364838308562,7.755428571428571e-05
2129,0.7000000000000001,0.30000000000000004,2.0,0.3267659512939932,7.187265306122449e-05
2130,0.7000000000000001,0.30000000000000004,3.0,0.6165647355812456,6.619102040816325e-05
2131,0.7000000000000001,0.30000000000000004,4.0,0.9402732805188618,6.050938775510204e-05
2132,0.7000000000000001,0.30000000000000004,5.0,1.2738345648457912,5.482775510204082e-05
2133,0.7000000000000001,0.30000000000000004,6.0,1.5986949264381762,4.914612244897959e-05
2134,0.7000000000000001,0.30000000000000004,7.0,1.9004311786584809,4.346448979591837e-05
2135,0.7000000000000001,0.30000000000000004,8.0,2.167965551096111,3.778285714285715e-05
2136,0.7000000000000001,0.30000000000000004,9.0,2.3930501814494884,3.210122448979593e-05
2137,0.7000000000000001,0.30000000000000004,10.0,2.5698949321470086,2.641959183673471e-05
2138,0.7000000000000001,0.30000000000000004,11.0,2.6948791499908364,2.073795918367349e-05
2139,0.7000000000000001,0.30000000000000004,12.0,2.7663159147470595,1.5056326530612255e-05
2140,0.7000000000000001,0.30000000000000004,13.0,2.7842505391022034,9.374693877551034e-06
2141,0.7000000000000001,0.30000000000000004,14.0,2.750281923021929,3.693061224489813e-06
2142,0.7000000000000001,0.4,1.0,0.10215279604080217,7.698612244897958e-05
2143,0.7000000000000001,0.4,2.0,0.3198304080911128,7.073632653061224e-05
2144,0.7000000000000001,0.4,3.0,0.5978447091091549,6.448653061224489e-05
2145,0.7000000000000001,0.4,4.0,0.902528995974608,5.823673469387755e-05
2146,0.7000000000000001,0.4,5.0,1.209334326271733,5.19869387755102e-05
2147,0.7000000000000001,0.4,6.0,1.4997025071842518,4.573714285714286e-05
2148,0.7000000000000001,0.4,7.0,1.7596230381077227,3.9487346938775516e-05
2149,0.7000000000000001,0.4,8.0,1.978792782297338,3.323755102040817e-05
2150,0.7000000000000001,0.4,9.0,2.1500533804894433,2.6987755102040822e-05
2151,0.7000000000000001,0.4,10.0,2.268976686611267,2.0737959183673475e-05
2152,0.7000000000000001,0.4,11.0,2.333536745490447,1.4488163265306128e-05
2153,0.7000000000000001,0.4,12.0,2.3438354251831006,8.238367346938795e-06
2154,0.7000000000000001,0.5,1.0,0.10105330280259293,7.641795918367346e-05
2155,0.7000000000000001,0.5,2.0,0.31362715280518033,6.96e-05
2156,0.7000000000000001,0.5,3.0,0.5806961274148092,6.278204081632652e-05
2157,0.7000000000000001,0.5,4.0,0.8675954323305458,5.596408163265306e-05
2158,0.7000000000000001,0.5,5.0,1.149408951579394,4.914612244897959e-05
2159,0.7000000000000001,0.5,6.0,1.4077295962042085,4.232816326530612e-05
2160,0.7000000000000001,0.5,7.0,1.6291375531131167,3.551020408163265e-05
2161,0.7000000000000001,0.5,8.0,1.804297284690042,2.8692244897959187e-05
2162,0.7000000000000001,0.5,9.0,1.927340753851984,2.1874285714285714e-05
2163,0.7000000000000001,0.5,10.0,1.9954032232800538,1.5056326530612255e-05
2164,0.7000000000000001,0.5,11.0,2.008247726087292,8.238367346938782e-06
2165,0.7000000000000001,0.6,1.0,0.10008743094971873,7.584979591836734e-05
2166,0.7000000000000001,0.6,2.0,0.3078996427321297,6.846367346938776e-05
2167,0.7000000000000001,0.6,3.0,0.5646113507800576,6.107755102040816e-05
2168,0.7000000000000001,0.6,4.0,0.8346570442707405,5.3691428571428574e-05
2169,0.7000000000000001,0.6,5.0,1.0928879853876245,4.630530612244899e-05
2170,0.7000000000000001,0.6,6.0,1.321209281919776,3.8919183673469396e-05
2171,0.7000000000000001,0.6,7.0,1.5069711024231858,3.1533061224489804e-05
2172,0.7000000000000001,0.6,8.0,1.641995290525196,2.414693877551022e-05
2173,0.7000000000000001,0.6,9.0,1.7218966450948565,1.6760816326530633e-05
2174,0.7000000000000001,0.6,10.0,1.7455608563912017,9.374693877551047e-06
2175,0.7000000000000001,0.7000000000000001,1.0,0.0992138965612537,7.528163265306122e-05
2176,0.7000000000000001,0.7000000000000001,2.0,0.30251100832661787,6.73273469387755e-05
2177,0.7000000000000001,0.7000000000000001,3.0,0.5493180128551926,5.9373061224489795e-05
2178,0.7000000000000001,0.7000000000000001,4.0,0.8032730853911109,5.141877551020408e-05
2179,0.7000000000000001,0.7000000000000001,5.0,1.0391328509247741,4.346448979591837e-05
2180,0.7000000000000001,0.7000000000000001,6.0,1.2392759679045722,3.551020408163266e-05
2181,0.7000000000000001,0.7000000000000001,7.0,1.3919987246814838,2.7555918367346948e-05
2182,0.7000000000000001,0.7000000000000001,8.0,1.490462961107384,1.9601632653061237e-05
2183,0.7000000000000001,0.7000000000000001,9.0,1.5319467435598355,1.1647346938775525e-05
2184,0.7000000000000001,0.8,1.0,0.09840813640105325,7.471346938775509e-05
2185,0.7000000000000001,0.8,2.0,0.29737943219255425,6.619102040816325e-05
2186,0.7000000000000001,0.8,3.0,0.534652315508949,5.766857142857143e-05
2187,0.7000000000000001,0.8,4.0,0.7731763345159647,4.914612244897959e-05
2188,0.7000000000000001,0.8,5.0,0.9877520738267,4.0623673469387754e-05
2189,0.7000000000000001,0.8,6.0,1.1613910276540498,3.2101224489795923e-05
2190,0.7000000000000001,0.8,7.0,1.2835065208621963,2.3578775510204092e-05
2191,0.7000000000000001,0.8,8.0,1.3487738488783365,1.5056326530612255e-05
2192,0.7000000000000001,0.8,9.0,1.356300565140137,6.533877551020417e-06
2193,0.7000000000000001,0.9,1.0,0.09765434494120555,7.414530612244898e-05
2194,0.7000000000000001,0.9,2.0,0.29245201453661385,6.505469387755102e-05
2195,0.7000000000000001,0.9,3.0,0.5205076649097993,5.5964081632653065e-05
2196,0.7000000000000001,0.9,4.0,0.7441912980411769,4.687346938775511e-05
2197,0.7000000000000001,0.9,5.0,0.9384852379301853,3.778285714285715e-05
2198,0.7000000000000001,0.9,6.0,1.087189820012549,2.86922448979592e-05
2199,0.7000000000000001,0.9,7.0,1.1809999565046916,1.9601632653061237e-05
2200,0.7000000000000001,0.9,8.0,1.2162674643671474,1.0511020408163286e-05
2201,0.7000000000000001,1.0,1.0,0.096941749932293,7.357714285714285e-05
2202,0.7000000000000001,1.0,2.0,0.28769252294206954,6.391836734693878e-05
2203,0.7000000000000001,1.0,3.0,0.5068105394513727,5.4259591836734694e-05
2204,0.7000000000000001,1.0,4.0,0.7161956838956735,4.460081632653062e-05
2205,0.7000000000000001,1.0,5.0,0.8911481834296856,3.494204081632654e-05
2206,0.7000000000000001,1.0,6.0,1.0164092321183413,2.5283265306122457e-05
2207,0.7000000000000001,1.0,7.0,1.0841127742380772,1.562448979591838e-05
2208,0.7000000000000001,1.0,8.0,1.0924388901749222,5.965714285714304e-06
2209,0.7000000000000001,1.1,1.0,0.09626267846539295,7.300897959183673e-05
2210,0.7000000000000001,1.1,2.0,0.28307501762802345,6.278204081632652e-05
2211,0.7000000000000001,1.1,3.0,0.49350790301679853,5.255510204081633e-05
2212,0.7000000000000001,1.1,4.0,0.6891002575378967,4.2328163265306126e-05
2213,0.7000000000000001,1.1,5.0,0.8456042759739221,3.2101224489795923e-05
2214,0.7000000000000001,1.1,6.0,0.9488495795492681,2.1874285714285728e-05
2215,0.7000000000000001,1.1,7.0,0.9925589324535083,1.1647346938775525e-05
2216,0.7000000000000001,1.2000000000000002,1.0,0.09561147084257308,7.24408163265306e-05
2217,0.7000000000000001,1.2000000000000002,2.0,0.2785802636182032,6.164571428571429e-05
2218,0.7000000000000001,1.2000000000000002,3.0,0.4805601046332748,5.085061224489796e-05
2219,0.7000000000000001,1.2000000000000002,4.0,0.662837450309181,4.0055510204081635e-05
2220,0.7000000000000001,1.2000000000000002,5.0,0.8017481149527199,2.9260408163265313e-05
2221,0.7000000000000001,1.2000000000000002,6.0,0.884352935287328,1.8465306122448984e-05
2222,0.7000000000000001,1.2000000000000002,7.0,0.9061051646165731,7.670204081632669e-06
2223,0.7000000000000001,1.3000000000000003,1.0,0.09498383207861175,7.187265306122449e-05
2224,0.7000000000000001,1.3000000000000003,2.0,0.274193583965552,6.0509387755102034e-05
2225,0.7000000000000001,1.3000000000000003,3.0,0.46793662022967564,4.914612244897959e-05
2226,0.7000000000000001,1.3000000000000003,4.0,0.637354510592261,3.7782857142857144e-05
2227,0.7000000000000001,1.3000000000000003,5.0,0.7594957115398581,2.6419591836734696e-05
2228,0.7000000000000001,1.3000000000000003,6.0,0.822790021921735,1.5056326530612255e-05
2229,0.7000000000000001,1.4000000000000001,1.0,0.09437642516130844,7.130448979591836e-05
2230,0.7000000000000001,1.4000000000000001,2.0,0.26990351041622895,5.9373061224489795e-05
2231,0.7000000000000001,1.4000000000000001,3.0,0.45561337000341895,4.744163265306123e-05
2232,0.7000000000000001,1.4000000000000001,4.0,0.612609178307528,3.551020408163266e-05
2233,0.7000000000000001,1.4000000000000001,5.0,0.7187782677848018,2.3578775510204092e-05
2234,0.7000000000000001,1.4000000000000001,6.0,0.7640518801361759,1.1647346938775525e-05
2235,0.7000000000000001,1.5000000000000002,1.0,0.09378660539799845,7.073632653061224e-05
2236,0.7000000000000001,1.5000000000000002,2.0,0.2657009002399485,5.823673469387755e-05
2237,0.7000000000000001,1.5000000000000002,3.0,0.44357095853197187,4.573714285714286e-05
2238,0.7000000000000001,1.5000000000000002,4.0,0.5885668400461875,3.323755102040817e-05
2239,0.7000000000000001,1.5000000000000002,5.0,0.6795380730100641,2.0737959183673475e-05
2240,0.7000000000000001,1.5000000000000002,6.0,0.7080443511436761,8.238367346938795e-06
2241,0.7000000000000001,1.6,1.0,0.09321224091906971,7.016816326530612e-05
2242,0.7000000000000001,1.6,2.0,0.26157833821842924,5.7100408163265304e-05
2243,0.7000000000000001,1.6,3.0,0.43179348036143617,4.403265306122449e-05
2244,0.7000000000000001,1.6,4.0,0.5651985933211346,3.096489795918368e-05
2245,0.7000000000000001,1.6,5.0,0.6417257028480772,1.789714285714287e-05
2246,0.7000000000000001,1.7000000000000002,1.0,0.09265158784274907,6.96e-05
2247,0.7000000000000001,1.7000000000000002,2.0,0.25752971985649176,5.596408163265306e-05
2248,0.7000000000000001,1.7000000000000002,3.0,0.4202676856177876,4.232816326530612e-05
2249,0.7000000000000001,1.7000000000000002,4.0,0.542479890741187,2.8692244897959187e-05
2250,0.7000000000000001,1.7000000000000002,5.0,0.6052980508570479,1.5056326530612255e-05
2251,0.7000000000000001,1.8000000000000003,1.0,0.09210320126851264,6.903183673469387e-05
2252,0.7000000000000001,1.8000000000000003,2.0,0.2535499535802319,5.482775510204081e-05
2253,0.7000000000000001,1.8000000000000003,3.0,0.40898238243082163,4.0623673469387754e-05
2254,0.7000000000000001,1.8000000000000003,4.0,0.5203895663742876,2.6419591836734696e-05
2255,0.7000000000000001,1.8000000000000003,5.0,0.5702169098748613,1.2215510204081637e-05
2256,0.7000000000000001,1.9000000000000001,1.0,0.09156587042631859,6.846367346938776e-05
2257,0.7000000000000001,1.9000000000000001,2.0,0.2496347432929811,5.3691428571428574e-05
2258,0.7000000000000001,1.9000000000000001,3.0,0.39792799957965475,3.8919183673469396e-05
2259,0.7000000000000001,1.9000000000000001,4.0,0.4989091211834511,2.414693877551022e-05
2260,0.7000000000000001,1.9000000000000001,5.0,0.5364479266923002,9.374693877551047e-06
2261,0.7000000000000001,2.0,1.0,0.09103857051771999,6.789551020408163e-05
2262,0.7000000000000001,2.0,2.0,0.24578042655341306,5.255510204081633e-05
2263,0.7000000000000001,2.0,3.0,0.3870962602419246,3.7214693877551025e-05
2264,0.7000000000000001,2.0,4.0,0.4780221884533743,2.1874285714285728e-05
2265,0.7000000000000001,2.1,1.0,0.0905204263441851,6.73273469387755e-05
2266,0.7000000000000001,2.1,2.0,0.2419838520986683,5.141877551020408e-05
2267,0.7000000000000001,2.1,3.0,0.3764799344762406,3.551020408163266e-05
2268,0.7000000000000001,2.1,4.0,0.45771412700513964,1.9601632653061237e-05
2269,0.7000000000000001,2.2,1.0,0.09001068442106196,6.675918367346938e-05
2270,0.7000000000000001,2.2,2.0,0.2382422857401439,5.028244897959184e-05
2271,0.7000000000000001,2.2,3.0,0.36607264858417327,3.3805714285714295e-05
2272,0.7000000000000001,2.2,4.0,0.4379717068988173,1.7328979591836746e-05
2273,0.7000000000000001,2.3000000000000003,1.0,0.08950869130655892,6.619102040816325e-05
2274,0.7000000000000001,2.3000000000000003,2.0,0.23455333707514434,4.914612244897959e-05
2275,0.7000000000000001,2.3000000000000003,3.0,0.3558687362781007,3.2101224489795923e-05
2276,0.7000000000000001,2.3000000000000003,4.0,0.41878286323544966,1.5056326530612255e-05
2277,0.7000000000000001,2.4000000000000004,1.0,0.0890138765538201,6.562285714285714e-05
2278,0.7000000000000001,2.4000000000000004,2.0,0.2309149017088927,4.800979591836735e-05
2279,0.7000000000000001,2.4000000000000004,3.0,0.3458631210559603,3.0396734693877552e-05
2280,0.7000000000000001,2.4000000000000004,4.0,0.4001365008812438,1.2783673469387764e-05
2281,0.7000000000000001,2.5000000000000004,1.0,0.08852573915050038,6.505469387755102e-05
2282,0.7000000000000001,2.5000000000000004,2.0,0.22732511519689963,4.68734693877551e-05
2283,0.7000000000000001,2.5000000000000004,3.0,0.3360512222000358,2.8692244897959187e-05
2284,0.7000000000000001,2.5000000000000004,4.0,0.3820223378040331,1.0511020408163273e-05
2285,0.7000000000000001,2.6,1.0,0.0880438366229454,6.448653061224489e-05
2286,0.7000000000000001,2.6,2.0,0.22378231595743395,4.573714285714286e-05
2287,0.7000000000000001,2.6,3.0,0.32642887888884986,2.698775510204083e-05
2288,0.7000000000000001,2.7,1.0,0.08756777620008933,6.391836734693878e-05
2289,0.7000000000000001,2.7,2.0,0.22028501512960585,4.460081632653062e-05
2290,0.7000000000000001,2.7,3.0,0.31699228835934956,2.5283265306122457e-05
2291,0.7000000000000001,2.8000000000000003,1.0,0.08709720758658157,6.335020408163265e-05
2292,0.7000000000000001,2.8000000000000003,2.0,0.21683187186720237,4.346448979591837e-05
2293,0.7000000000000001,2.8000000000000003,3.0,0.3077379550847268,2.3578775510204092e-05
2294,0.7000000000000001,2.9000000000000004,1.0,0.08663181700559154,6.278204081632652e-05
2295,0.7000000000000001,2.9000000000000004,2.0,0.21342167292862274,4.2328163265306126e-05
2296,0.7000000000000001,2.9000000000000004,3.0,0.29866264867379916,2.1874285714285728e-05
2297,0.7000000000000001,3.0000000000000004,1.0,0.08617132225251246,6.221387755102041e-05
2298,0.7000000000000001,3.0000000000000004,2.0,0.21005331569314084,4.119183673469388e-05
2299,0.7000000000000001,3.0000000000000004,3.0,0.2897633687384376,2.016979591836735e-05
2300,0.7000000000000001,3.1,1.0,0.0857154685603167,6.164571428571429e-05
2301,0.7000000000000001,3.1,2.0,0.2067257939328568,4.0055510204081635e-05
2302,0.7000000000000001,3.1,3.0,0.2810373153749167,1.8465306122448984e-05
2303,0.7000000000000001,3.2,1.0,0.08526402512168998,6.107755102040816e-05
2304,0.7000000000000001,3.2,2.0,0.2034381858183284,3.891918367346939e-05
2305,0.7000000000000001,3.2,3.0,0.2724818642035298,1.676081632653062e-05
2306,0.7000000000000001,3.3000000000000003,1.0,0.08481678214649997,6.050938775510204e-05
2307,0.7000000000000001,3.3000000000000003,2.0,0.20018964374796056,3.778285714285715e-05
2308,0.7000000000000001,3.3000000000000003,3.0,0.2640945451361913,1.5056326530612255e-05
2309,0.7000000000000001,3.4000000000000004,1.0,0.0843735483585793,5.9941224489795914e-05
2310,0.7000000000000001,3.4000000000000004,2.0,0.19697938567659548,3.66465306122449e-05
2311,0.7000000000000001,3.4000000000000004,3.0,0.2558730242136086,1.335183673469389e-05
2312,0.7000000000000001,3.5000000000000004,1.0,0.08393414885532278,5.9373061224489795e-05
2313,0.7000000000000001,3.5000000000000004,2.0,0.1938066876843518,3.551020408163266e-05
2314,0.7000000000000001,3.6,1.0,0.08349842326870859,5.8804897959183676e-05
2315,0.7000000000000001,3.6,2.0,0.1906708775776199,3.437387755102042e-05
2316,0.7000000000000001,3.7,1.0,0.08306622417814515,5.823673469387755e-05
2317,0.7000000000000001,3.7,2.0,0.18757132935384793,3.323755102040817e-05
2318,0.7000000000000001,3.8000000000000003,1.0,0.08263741573481868,5.766857142857143e-05
2319,0.7000000000000001,3.8000000000000003,2.0,0.18450745839303986,3.210122448979593e-05
2320,0.7000000000000001,3.9000000000000004,1.0,0.08221187246455684,5.7100408163265304e-05
2321,0.7000000000000001,3.9000000000000004,2.0,0.1814787172636809,3.096489795918368e-05
2322,0.7000000000000001,4.0,1.0,0.081789478222078,5.6532244897959185e-05
2323,0.7000000000000001,4.0,2.0,0.17848459205059913,2.982857142857144e-05
2324,0.7000000000000001,4.1,1.0,0.08137012527418959,5.5964081632653065e-05
2325,0.7000000000000001,4.1,2.0,0.17552459912817092,2.8692244897959194e-05
2326,0.7000000000000001,4.2,1.0,0.08095371349328824,5.539591836734694e-05
2327,0.7000000000000001,4.2,2.0,0.1725982823151148,2.7555918367346948e-05
2328,0.7000000000000001,4.3,1.0,0.08054014964558681,5.482775510204082e-05
2329,0.7000000000000001,4.3,2.0,0.16970521035755612,2.641959183673471e-05
2330,0.7000000000000001,4.3999999999999995,1.0,0.08012934676100414,5.42595918367347e-05
2331,0.7000000000000001,4.3999999999999995,2.0,0.166844974695568,2.5283265306122464e-05
2332,0.7000000000000001,4.5,1.0,0.07972122357370867,5.3691428571428574e-05
2333,0.7000000000000001,4.5,2.0,0.16401718747539076,2.414693877551022e-05
2334,0.7000000000000001,4.6,1.0,0.07931570402400095,5.312326530612245e-05
2335,0.7000000000000001,4.6,2.0,0.16122147977530402,2.3010612244897973e-05
2336,0.7000000000000001,4.7,1.0,0.07891271681362548,5.255510204081633e-05
2337,0.7000000000000001,4.7,2.0,0.1584575000179131,2.1874285714285728e-05
2338,0.7000000000000001,4.8,1.0,0.07851219500776578,5.198693877551021e-05
2339,0.7000000000000001,4.8,2.0,0.15572491254558993,2.073795918367349e-05
2340,0.7000000000000001,4.9,1.0,0.07811407567795234,5.141877551020408e-05
2341,0.7000000000000001,4.9,2.0,0.153023396339141,1.9601632653061237e-05
2342,0.8,0.1,1.0,0.10485197374187494,6.810857142857143e-05
2343,0.8,0.1,2.0,0.33398098843770224,6.363428571428572e-05
2344,0.8,0.1,3.0,0.6359419807896038,5.916e-05
2345,0.8,0.1,4.0,0.9793377066059408,5.4685714285714285e-05
2346,0.8,0.1,5.0,1.3407532139449572,5.0211428571428574e-05
2347,0.8,0.1,6.0,1.7018211260656808,4.573714285714286e-05
2348,0.8,0.1,7.0,2.047911821583181,4.1262857142857145e-05
2349,0.8,0.1,8.0,2.3673972329364146,3.6788571428571434e-05
2350,0.8,0.1,9.0,2.6511762101729603,3.231428571428572e-05
2351,0.8,0.1,10.0,2.8923384342714202,2.7840000000000005e-05
2352,0.8,0.1,11.0,3.0859093830800326,2.3365714285714293e-05
2353,0.8,0.1,12.0,3.228646129123725,1.8891428571428582e-05
2354,0.8,0.1,13.0,3.3188666261949256,1.4417142857142864e-05
2355,0.8,0.1,14.0,3.3563018078342903,9.942857142857146e-06
2356,0.8,0.1,15.0,3.341963519177192,5.468571428571435e-06
2357,0.8,0.2,1.0,0.10227190415054055,6.761142857142858e-05
2358,0.8,0.2,2.0,0.32295478861201077,6.264e-05
2359,0.8,0.2,3.0,0.6092777237755579,5.766857142857143e-05
2360,0.8,0.2,4.0,0.929003115726659,5.2697142857142864e-05
2361,0.8,0.2,5.0,1.258336249303147,4.772571428571429e-05
2362,0.8,0.2,6.0,1.5789315259994978,4.275428571428572e-05
2363,0.8,0.2,7.0,1.8765339730002841,3.778285714285715e-05
2364,0.8,0.2,8.0,2.1402021798593767,3.281142857142858e-05
2365,0.8,0.2,9.0,2.3617978770360977,2.7840000000000005e-05
2366,0.8,0.2,10.0,2.535617299827787,2.2868571428571438e-05
2367,0.8,0.2,11.0,2.6581055935666327,1.7897142857142865e-05
2368,0.8,0.2,12.0,2.7276231391594457,1.2925714285714292e-05
2369,0.8,0.2,13.0,2.7442457508363587,7.954285714285725e-06
2370,0.8,0.2,14.0,2.7095874639688535,2.982857142857159e-06
2371,0.8,0.30000000000000004,1.0,0.10061926920811179,6.711428571428571e-05
2372,0.8,0.30000000000000004,2.0,0.31497796458242805,6.164571428571429e-05
2373,0.8,0.30000000000000004,3.0,0.5886708896928637,5.617714285714286e-05
2374,0.8,0.30000000000000004,4.0,0.8885105221190281,5.070857142857143e-05
2375,0.8,0.30000000000000004,5.0,1.190303347562244,4.524e-05
2376,0.8,0.30000000000000004,6.0,1.475767166684659,3.977142857142857e-05
2377,0.8,0.30000000000000004,7.0,1.7311080288957754,3.4302857142857144e-05
2378,0.8,0.30000000000000004,8.0,1.9461912601300675,2.8834285714285715e-05
2379,0.8,0.30000000000000004,9.0,2.113986275929535,2.3365714285714287e-05
2380,0.8,0.30000000000000004,10.0,2.2301573115591977,1.7897142857142858e-05
2381,0.8,0.30000000000000004,11.0,2.2927394576025275,1.242857142857143e-05
2382,0.8,0.30000000000000004,12.0,2.3018675714922123,6.960000000000001e-06
2383,0.8,0.4,1.0,0.09934304405744873,6.661714285714285e-05
2384,0.8,0.4,2.0,0.30826425660961265,6.0651428571428575e-05
2385,0.8,0.4,3.0,0.5706555294993244,5.4685714285714285e-05
2386,0.8,0.4,4.0,0.8524128204370387,4.872e-05
2387,0.8,0.4,5.0,1.1290307088028824,4.275428571428572e-05
2388,0.8,0.4,6.0,1.3824145643040502,3.678857142857143e-05
2389,0.8,0.4,7.0,1.5993825906066177,3.082285714285714e-05
2390,0.8,0.4,8.0,1.7707765995650453,2.485714285714286e-05
2391,0.8,0.4,9.0,1.8908543941159979,1.8891428571428575e-05
2392,0.8,0.4,10.0,1.956832260959821,1.2925714285714292e-05
2393,0.8,0.4,11.0,1.9685146870165404,6.960000000000001e-06
2394,0.8,0.5,1.0,0.09827239298137813,6.612e-05
2395,0.8,0.5,2.0,0.30225722160819823,5.965714285714286e-05
2396,0.8,0.5,3.0,0.5541461093803178,5.319428571428572e-05
2397,0.8,0.5,4.0,0.8189932175076534,4.673142857142857e-05
2398,0.8,0.5,5.0,1.0720974161819736,4.026857142857143e-05
2399,0.8,0.5,6.0,1.2956969086744847,3.380571428571429e-05
2400,0.8,0.5,7.0,1.4773873341935067,2.734285714285715e-05
2401,0.8,0.5,8.0,1.6091642355315632,2.0880000000000003e-05
2402,0.8,0.5,9.0,1.686755086232001,1.4417142857142858e-05
2403,0.8,0.5,10.0,1.7091052439378251,7.954285714285712e-06
2404,0.8,0.6,1.0,0.09733170997286866,6.562285714285714e-05
2405,0.8,0.6,2.0,0.296709456611674,5.866285714285715e-05
2406,0.8,0.6,3.0,0.5386573395299732,5.1702857142857146e-05
2407,0.8,0.6,4.0,0.7874790398884128,4.474285714285715e-05
2408,0.8,0.6,5.0,1.0184045920548732,3.778285714285715e-05
2409,0.8,0.6,6.0,1.2141563960920005,3.082285714285715e-05
2410,0.8,0.6,7.0,1.363274491108182,2.3862857142857155e-05
2411,0.8,0.6,8.0,1.459082299564424,1.6902857142857154e-05
2412,0.8,0.6,9.0,1.4989496215002787,9.94285714285716e-06
2413,0.8,0.7000000000000001,1.0,0.09648084290430753,6.512571428571429e-05
2414,0.8,0.7000000000000001,2.0,0.2914889614860293,5.766857142857143e-05
2415,0.8,0.7000000000000001,3.0,0.5239288027846165,5.0211428571428574e-05
2416,0.8,0.7000000000000001,4.0,0.7574525446415769,4.275428571428572e-05
2417,0.8,0.7000000000000001,5.0,0.9673522036702294,3.529714285714286e-05
2418,0.8,0.7000000000000001,6.0,1.1369863823641284,2.7840000000000005e-05
2419,0.8,0.7000000000000001,7.0,1.2560035442249817,2.0382857142857148e-05
2420,0.8,0.7000000000000001,8.0,1.3192219492529154,1.2925714285714292e-05
2421,0.8,0.7000000000000001,9.0,1.3258138952370118,5.468571428571435e-06
2422,0.8,0.8,1.0,0.09569590176627163,6.462857142857143e-05
2423,0.8,0.8,2.0,0.28651682543833457,5.667428571428572e-05
2424,0.8,0.8,3.0,0.5098038592490016,4.872e-05
2425,0.8,0.8,4.0,0.7286603420150529,4.076571428571429e-05
2426,0.8,0.8,5.0,0.9185720365420925,3.281142857142858e-05
2427,0.8,0.8,6.0,1.0636839304951384,2.485714285714286e-05
2428,0.8,0.8,7.0,1.1549118268380854,1.6902857142857148e-05
2429,0.8,0.8,8.0,1.1887265103880387,8.948571428571436e-06
2430,0.8,0.9,1.0,0.09496151411655021,6.413142857142858e-05
2431,0.8,0.9,2.0,0.28174202510912094,5.568e-05
2432,0.8,0.9,3.0,0.4961805534265733,4.722857142857143e-05
2433,0.8,0.9,4.0,0.7009359351606803,3.877714285714286e-05
2434,0.8,0.9,5.0,0.8718188596371984,3.0325714285714294e-05
2435,0.8,0.9,6.0,0.9939077677075825,2.187428571428572e-05
2436,0.8,0.9,7.0,1.059538391583912,1.3422857142857147e-05
2437,0.8,0.9,8.0,1.0669811385700025,4.97142857142858e-06
2438,0.8,1.0,1.0,0.09426720279912225,6.363428571428572e-05
2439,0.8,1.0,2.0,0.2771296112381781,5.4685714285714285e-05
2440,0.8,1.0,3.0,0.48298854772773564,4.573714285714286e-05
2441,0.8,1.0,4.0,0.6741632324730299,3.6788571428571434e-05
2442,0.8,1.0,5.0,0.8269190171228963,2.7840000000000005e-05
2443,0.8,1.0,6.0,0.92741098711856,1.8891428571428582e-05
2444,0.8,1.0,7.0,0.9695402734504475,9.942857142857146e-06
2445,0.8,1.1,1.0,0.09360550504100658,6.313714285714287e-05
2446,0.8,1.1,2.0,0.27265456113303277,5.3691428571428574e-05
2447,0.8,1.1,3.0,0.47017709078463826,4.424571428571429e-05
2448,0.8,1.1,4.0,0.6482574670398086,3.4800000000000006e-05
2449,0.8,1.1,5.0,0.7837434707647477,2.535428571428572e-05
2450,0.8,1.1,6.0,0.8640056476708956,1.5908571428571437e-05
2451,0.8,1.1,7.0,0.8846482800775644,6.462857142857146e-06
2452,0.8,1.2000000000000002,1.0,0.0929709161042476,6.264e-05
